#TITLE: Sample Level
#AUTHOR: PlasmaWario
#DIFFICULTY: Easy
#DESC: Easy Sample Level Made by PlasmaWario, Trufa (Mod Author) Changed some Stuff.
Plateforme12x4x2_LOD0;-119.0000;-39.4042;-1.0491;1.1000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-255.0000;-91.8980;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-255.0000;-90.7960;-6.0000;0.5500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Defense_Turret_Enemy;-216.4937;-86.0791;-5.0000;1.0000;0.5000;-0.5000;-0.5000;-0.5000;1.20;PATH:0;PARENT:-1
Checkpoint_Gate;-143.0000;-61.0215;-7.0000;0.3000;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-122.0000;-35.5468;3.0000;0.7000;0.1830;0.6830;-0.1830;0.6830;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-119.0000;-35.5594;3.0000;0.7000;0.1830;0.6830;-0.1830;0.6830;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-262.3257;-89.0000;-8.0000;0.9500;0.0000;0.9914;0.0000;-0.1305;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-250.0000;-88.1957;-11.0000;0.7000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-254.4716;-87.9515;-19.3597;0.5500;0.5000;-0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-245.0000;-87.0000;8.0000;0.5500;-0.3827;-0.0000;-0.9239;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-251.9244;-87.0000;6.0000;0.4000;0.6533;-0.2706;0.2706;0.6533;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-257.4353;-87.0000;4.0000;2.1500;0.3827;-0.0000;-0.9239;-0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-259.4236;-87.9514;-15.0000;0.5500;0.0000;-0.7071;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-57.0000;-12.5530;1.0500;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-138.0000;-53.0000;-15.4116;1.9000;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Tech_Spotlight;-138.0000;-50.0000;-12.8164;1.0000;-0.3696;0.2391;-0.0990;-0.8924;30.00;175.0;FF0000;4.80;PATH:0;PARENT:-1
Tech_Spotlight;-147.0000;-52.6091;-7.0000;1.0000;-0.2706;0.6533;-0.2706;-0.6533;30.00;150.0;FF004C;10.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-261.6066;-90.0000;-3.0000;1.8000;0.0000;0.9914;0.0000;-0.1305;0.00;PATH:0;PARENT:-1
Tech_Spotlight;-259.2796;-81.2361;-3.6438;1.0000;0.7071;0.0000;0.0000;0.7071;30.00;175.0;FF801A;10.00;PATH:0;PARENT:-1
Tech_Spotlight;-260.8014;-84.3727;-8.3556;1.0000;0.7071;0.0000;0.0000;0.7071;30.00;175.0;FF801A;6.17;PATH:0;PARENT:-1
Tech_Spotlight;-255.4364;-76.4401;1.9555;1.0000;0.7071;0.0000;0.0000;0.7071;30.00;175.0;FF801A;10.00;PATH:0;PARENT:-1
Plateforme12x4x2_LOD0;-126.3370;-8.0000;-7.0000;1.0000;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-176.0000;-3.9960;-23.0000;1.0000;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Rotating_Laser_Barrier;-176.0000;-2.4940;-23.0000;1.0000;-0.0000;0.8433;-0.0000;0.5375;80.00;PATH:0;PARENT:-1
Helix_Turbine_Fan;-154.5093;6.9449;0.0000;1.0000;0.0000;0.7071;0.0000;-0.7071;10.00;PATH:1:1.50:-154.5093:7.0000:0.0000;PARENT:-1
Monolith_Pillar_4x4;-202.0000;3.9568;-13.0000;1.0000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-202.0000;7.9295;-13.0000;1.0000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Defense_Turret_Enemy;-198.4223;7.0000;-13.0000;1.0000;0.5000;0.5000;-0.5000;0.5000;2.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-199.7271;7.0000;-13.0000;0.2500;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-199.2251;7.0000;-13.0000;0.2500;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-198.9243;7.0000;-13.0000;0.2500;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-208.0230;6.0000;-13.0000;0.5000;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-208.0000;6.0000;-21.0021;0.5000;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;16.5326;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;18.5050;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;20.4482;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;22.6344;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;24.4561;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;26.3331;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-208.0000;28.3437;-21.0000;0.5000;0.5000;0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Checkpoint_Gate;-208.0000;10.1820;-5.0000;0.2000;0.0000;0.7071;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-204.0000;14.0020;-5.0000;0.5000;0.0000;-0.7071;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-212.0000;14.0020;-5.0000;0.5000;0.0000;-0.7071;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-208.0000;10.0000;-0.4959;0.5000;-0.5000;-0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-212.0000;20.1040;-3.0000;0.3500;-0.7071;-0.0000;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-204.0000;20.1040;-3.0000;0.3500;-0.7071;-0.0000;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-208.0000;6.0000;-4.9979;0.5000;0.7071;0.0000;0.0000;0.7071;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-204.0036;19.2040;-6.3783;0.2000;-0.7071;-0.0000;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Wall_12x12x01_LOD4;-212.0036;19.2040;-6.3783;0.2000;-0.7071;-0.0000;-0.7071;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-216.0898;29.4649;-21.0192;0.6500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:0;PARENT:-1
Wall12x12x12_LOD0;-219.0174;38.1060;-22.0000;0.6500;0.7071;0.0000;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-232.9013;33.0000;-22.0000;0.6500;0.5000;-0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-229.0000;37.0000;-15.4842;0.6500;0.7071;0.0000;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Monolith_Pillar_4x4;-229.0000;37.0000;-28.5158;0.6500;0.7071;0.0000;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Defense_Turret_Enemy;-226.6886;37.0000;-28.0000;0.6500;-0.5000;-0.5000;-0.5000;0.5000;1.00;PATH:0;PARENT:-1
Defense_Turret_Enemy;-226.6886;37.0000;-16.0000;0.6500;-0.5000;-0.5000;-0.5000;0.5000;1.00;PATH:0;PARENT:-1
Rotating_Laser_Barrier;-238.0000;38.6422;-22.0000;1.0000;-0.0000;0.7313;-0.0000;0.6820;105.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-243.9022;33.0000;-22.0000;0.6500;0.5000;0.5000;-0.5000;-0.5000;0.00;PATH:0;PARENT:-1
Laser_Barrier;-216.0000;32.6608;-26.0000;1.2500;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
Launch_Jumper_Pad;-213.0000;-84.0690;-5.0000;1.0000;0.0000;0.0000;0.0000;1.0000;25.00;PATH:0;PARENT:-1
Launch_Jumper_Pad;-133.0000;-61.4490;-7.0000;1.0000;0.0000;0.0000;0.0000;1.0000;27.50;PATH:0;PARENT:-1
Launch_Jumper_Pad;-118.0000;-15.0000;-4.6798;1.0000;0.7071;0.0000;0.0000;0.7071;100.00;PATH:0;PARENT:-1
Launch_Jumper_Pad;-118.0000;-24.0000;-9.3360;1.0000;-0.7071;0.0000;0.0000;0.7071;100.00;PATH:0;PARENT:-1
Launch_Jumper_Pad;-208.0000;10.0010;-21.0000;1.0000;0.0000;0.0000;0.0000;1.0000;25.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-216.0000;32.8659;-21.0000;0.5500;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Gate-bar_LOD0;-216.0000;33.0000;-31.5510;0.5500;0.0000;0.0000;0.0000;1.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-208.0000;18.0020;-0.0000;0.5000;-0.5000;-0.5000;-0.5000;0.5000;0.00;PATH:0;PARENT:-1
Tech_Spotlight;-208.0000;21.0000;-2.0000;1.0000;0.7934;0.0000;0.0000;0.6088;30.00;150.0;00FF00;1.88;PATH:0;PARENT:-1
Global_Sunlight;-118.0000;-5.0000;-7.0000;1.0000;0.4082;-0.2346;0.1094;0.8754;24.78;60.0;FFBF4C;10.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-227.0000;37.0000;-16.0000;0.1500;0.0000;0.7071;0.7071;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-227.0000;37.0000;-28.0000;0.1500;0.0000;0.7071;0.7071;0.0000;0.00;PATH:0;PARENT:-1
Floor_Platform_16x16;-212.0000;-249.5000;104.0000;0.5500;0.5000;0.5000;0.5000;0.5000;0.00;PATH:0;PARENT:-1
Cube16x16x16_LOD0;-229.0000;-89.1506;-7.0000;0.3500;0.0000;0.0000;0.7071;0.7071;0.00;PATH:1:3.50:-229.0000:-87.0000:-7.0000;PARENT:-1
Floor_Platform_16x16;-254.5000;37.5000;-22.0000;0.6500;0.5000;0.5000;0.5000;0.5000;0.00;PATH:0;PARENT:-1
Laser_Barrier;-209.0000;-65.3761;-7.0000;1.2000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:1:3.50:-209.0000:-63.5000:-7.0000;PARENT:-1
Goal_Gate;-256.0000;39.0000;-22.0000;0.4000;0.0000;0.7071;0.0000;-0.7071;0.00;PATH:0;PARENT:-1
